open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2401.38,2414.89,2411.56,2385.1,204156.97,14.51,0.6,2411.938,2387.627,2342.887,224808.81,209402.73,218169.1
2397.41,2414.02,2397.05,2392.64,162901.34,-4.18,-0.17,2403.896,2379.656,2337.175,227087.42,211267.54,219962.88
2430.43,2430.43,2401.23,2394.18,193731.38,-31.26,-1.28,2400.73,2373.223,2332.784,230701.23,223725.0,220976.96
2418.0,2443.23,2432.49,2418.0,262372.38,15.13,0.63,2396.158,2363.617,2328.03,236887.63,222483.02,223666.8
2385.62,2422.03,2417.36,2380.56,300882.0,46.01,1.94,2375.888,2351.8,2323.152,217337.65,221524.73,223994.91
2388.59,2396.8,2371.35,2370.58,215550.0,-9.87,-0.41,2363.316,2341.529,2320.761,193996.64,217337.13,218283.13
2375.17,2385.22,2381.22,2366.34,180970.39,2.85,0.12,2355.416,2331.318,2322.087,195447.65,214677.37,217846.26
2337.7,2380.6,2378.37,2332.41,224663.36,47.23,2.03,2345.716,2319.475,2324.323,216748.77,217461.03,219383.24
2350.26,2354.31,2331.14,2330.0,164622.52,-23.36,-0.99,2331.076,2310.948,2326.574,208078.42,219272.04,221077.75
2342.02,2360.06,2354.5,2334.91,184176.94,22.65,0.97,2327.712,2305.44,2332.912,225711.81,229566.0,226889.38
2333.22,2345.33,2331.85,2321.3,222805.06,-0.87,-0.04,2319.742,2298.146,2336.353,240677.61,226935.47,224795.95
2320.91,2360.36,2332.72,2318.44,287475.97,27.55,1.2,2307.22,2294.694,2340.539,233907.08,228658.23,220098.45
2312.17,2312.17,2305.17,2298.95,181311.59,-9.15,-0.4,2293.234,2292.345,2344.334,218173.28,218228.93,214517.91
2329.03,2331.6,2314.32,2306.9,252789.48,-0.33,-0.01,2290.82,2292.443,2350.611,230465.66,224850.57,212719.66
2252.74,2316.35,2314.65,2249.37,259005.95,45.41,2.0,2283.168,2294.503,2356.62,233420.19,226465.09,210915.79
2259.48,2287.78,2269.24,2253.94,188952.41,6.45,0.28,2276.55,2299.993,2364.977,213193.33,219229.12,208207.29
2298.18,2301.06,2262.79,2252.75,208806.97,-30.31,-1.32,2282.168,2312.856,2376.322,223409.37,221015.15,210684.48
2279.7,2305.91,2293.1,2278.25,242773.48,17.04,0.75,2291.456,2329.171,2387.585,218284.57,221305.45,217928.93
2310.81,2313.05,2276.06,2275.04,267562.16,-5.5,-0.24,2294.066,2342.199,2394.332,219235.49,222883.46,215451.53
2293.29,2303.2,2281.56,2278.29,157871.64,-15.77,-0.69,2305.838,2360.383,2400.622,219509.98,224212.75,211996.1
2285.66,2308.61,2297.33,2256.47,240032.62,-11.9,-0.52,2323.436,2374.559,2407.6,225264.92,222656.43,212632.36
2293.75,2311.73,2309.23,2286.99,183182.95,3.08,0.13,2343.544,2386.384,2412.448,218620.93,211538.68,208115.19
2325.98,2327.44,2306.15,2288.4,247528.06,-28.77,-1.23,2366.886,2396.322,2417.082,224326.33,210806.9,207063.72
2363.0,2372.37,2334.92,2319.1,268934.62,-34.63,-1.46,2390.332,2408.779,2421.734,226531.43,200588.75,205297.26
2401.91,2403.9,2369.55,2366.4,186646.33,-28.32,-1.18,2414.928,2418.736,2426.87,228915.53,195366.49,200062.94
2409.58,2427.68,2397.87,2388.98,206812.69,-28.07,-1.16,2425.682,2429.96,2430.956,220047.95,197185.46,201682.89
2420.58,2430.89,2425.94,2409.01,211709.97,2.56,0.11,2429.224,2439.787,2433.402,204456.42,200353.8,204814.92
2446.81,2448.8,2423.38,2423.09,258553.56,-34.52,-1.4,2425.758,2445.999,2436.709,197287.46,214552.42,209089.49
2429.39,2469.7,2457.9,2423.57,280855.09,34.58,1.43,2427.226,2446.465,2438.612,174646.06,208019.59,211912.11
2437.61,2437.61,2423.32,2414.33,142308.45,7.74,0.32,2422.544,2440.86,2438.674,161817.45,199779.44,210241.86
2408.92,2420.52,2415.58,2405.87,128855.05,6.97,0.29,2434.238,2440.641,2439.008,174322.98,202608.28,216634.72
2410.17,2425.74,2408.61,2399.32,175865.16,-22.11,-0.91,2450.35,2438.512,2441.377,196251.18,204691.71,224032.92
2441.38,2444.98,2430.72,2427.89,145346.53,-3.77,-0.15,2466.24,2437.841,2443.195,231817.37,203320.53,226693.31
2453.56,2460.23,2434.49,2431.86,216712.05,-47.3,-1.91,2465.704,2434.689,2443.37,241393.13,210005.77,233444.35
2467.56,2492.32,2481.79,2465.25,204836.09,-14.35,-0.57,2459.176,2435.004,2445.945,237741.43,204759.39,232764.37
2488.58,2496.81,2496.14,2476.91,238496.05,8.08,0.33,2447.044,2431.952,2445.972,230893.58,206180.32,235601.85
2492.43,2500.57,2488.06,2467.94,353696.12,60.02,2.47,2426.674,2427.017,2446.149,213132.24,209276.03,234728.25
2403.23,2430.65,2428.04,2402.54,193225.34,26.19,1.09,2409.442,2427.419,2447.326,174823.7,203626.57,231174.62
2437.92,2441.42,2401.85,2401.85,198453.53,-19.28,-0.8,2403.674,2430.759,2453.062,178618.41,215804.62,245177.76
2396.3,2426.66,2421.13,2394.25,170596.86,26.84,1.12,2410.832,2436.488,2455.978,171777.36,220704.29,254102.28
2407.23,2416.44,2394.29,2387.93,149689.36,-7.61,-0.32,2416.86,2437.374,2457.477,181467.05,230661.17,262822.81
2409.47,2423.46,2401.9,2393.98,162153.39,2.7,0.11,2427.36,2444.242,2458.545,205419.82,243374.13,271570.74
2433.53,2441.32,2399.2,2398.73,212198.89,-38.44,-1.58,2445.396,2448.549,2457.929,232429.45,250066.09,277827.21
2455.77,2456.91,2437.64,2426.12,164248.28,-13.63,-0.56,2457.844,2452.05,2461.415,252990.84,256882.94,281613.93
2425.72,2454.46,2451.27,2425.23,219045.34,4.48,0.18,2462.144,2456.886,2463.788,269631.22,260769.36,288966.54
2475.23,2484.01,2446.79,2441.85,269453.22,-45.29,-1.82,2457.888,2459.992,2465.099,279855.28,265023.39,296528.06
2466.43,2492.08,2492.08,2461.8,297201.53,30.64,1.25,2461.124,2465.281,2466.0,281328.43,260180.47,300764.71
2458.48,2482.44,2461.44,2443.12,315005.84,2.3,0.09,2451.702,2467.232,2468.403,267702.72,258722.67,309068.67
2430.19,2459.43,2459.14,2427.07,247450.17,29.15,1.2,2446.256,2475.365,2467.647,260775.04,274550.89,309009.65
2462.18,2462.18,2429.99,2425.97,270165.66,-32.98,-1.34,2451.628,2475.467,2463.144,251907.49,287500.26,308019.66
2415.3,2474.82,2462.97,2413.78,276818.97,18.0,0.74,2462.096,2477.58,2463.105,250191.49,294984.46,306938.45
2426.83,2447.46,2444.97,2419.97,229072.98,10.76,0.44,2469.438,2472.848,2460.731,239032.5,299767.35,303013.6
2469.89,2469.89,2434.21,2434.08,280367.41,-51.79,-2.08,2482.762,2467.309,2459.106,249742.62,305588.33,301831.56
2507.59,2511.0,2486.0,2480.33,203112.45,3.67,0.15,2504.474,2470.779,2459.602,288326.74,306344.92,302313.45
2503.68,2521.15,2482.33,2479.25,261585.64,-17.35,-0.69,2499.306,2470.689,2454.827,323093.03,317163.72,310623.57
2507.36,2509.64,2499.68,2478.38,221024.0,-11.91,-0.47,2493.064,2470.205,2455.414,339777.43,328032.73,307754.84
2520.88,2524.65,2511.59,2489.59,282623.59,-31.18,-1.23,2476.258,2466.718,2455.013,360502.21,341348.96,307537.95
2522.39,2544.19,2542.77,2489.07,473288.03,82.61,3.36,2451.856,2469.574,2453.774,361434.04,359414.67,310260.65
2474.27,2500.12,2460.16,2455.73,376943.91,9.04,0.37,2437.084,2459.929,2456.969,324363.11,343468.41,300986.42
2424.16,2460.84,2451.12,2413.34,345007.62,35.47,1.47,2442.072,2450.82,2462.734,311234.4,328539.06,293615.88
2380.47,2449.29,2415.65,2378.82,324647.88,26.07,1.09,2447.346,2448.629,2469.316,316288.04,318892.43,293217.66
2461.92,2465.37,2389.58,2377.99,287282.78,-79.33,-3.21,2457.178,2448.613,2475.923,322195.71,306259.84,289145.92
2487.0,2499.76,2468.91,2445.83,287933.34,-16.19,-0.65,2487.292,2450.903,2485.124,357395.29,298074.78,295658.42
2419.11,2486.76,2485.1,2415.49,311300.38,7.61,0.31,2482.774,2448.425,2486.05,362573.71,298281.98,292735.97
2459.32,2530.77,2477.49,2459.21,370275.81,12.68,0.51,2459.568,2438.965,2486.149,345843.73,304083.43,291657.87
2539.65,2544.3,2464.81,2451.67,354186.22,-75.34,-2.97,2449.912,2440.622,2485.213,321496.83,287476.94,284590.05
2463.49,2566.63,2540.15,2463.49,463280.69,93.83,3.84,2440.048,2443.307,2481.966,290323.98,273726.94,273722.89
2353.84,2451.76,2446.32,2344.98,313825.47,77.25,3.26,2414.514,2437.974,2476.23,238754.27,261106.63,258754.8
2416.37,2416.37,2369.07,2367.71,227650.45,-60.14,-2.48,2414.076,2454.009,2474.679,233990.25,258504.42,253799.52
2446.48,2451.19,2429.21,2384.14,248541.3,13.72,0.57,2418.362,2474.647,2475.295,262323.13,258692.69,250839.62
2414.32,2459.88,2415.49,2407.0,198321.98,3.01,0.12,2431.332,2490.003,2473.773,253457.06,267542.9,247468.1
2443.73,2448.26,2412.48,2407.55,205432.16,-31.65,-1.29,2446.566,2503.233,2473.67,257129.91,272031.99,246572.63
2398.18,2452.69,2444.13,2390.99,290005.34,53.63,2.24,2461.434,2519.345,2474.93,283458.98,293242.05,245481.44
2412.22,2446.37,2390.5,2369.03,369314.88,-103.56,-4.15,2493.942,2523.674,2473.525,283018.6,287189.96,241418.13
2495.86,2518.61,2494.06,2472.19,204210.95,2.4,0.1,2530.932,2533.332,2476.062,255062.24,279232.32,233610.61
2481.59,2506.27,2491.66,2476.35,216686.2,4.84,0.2,2548.674,2529.803,2476.381,281628.73,281703.16,233696.96
2544.49,2548.89,2486.82,2481.18,337077.53,-119.85,-4.6,2559.9,2520.625,2475.092,286934.07,273718.84,232015.98
2580.66,2618.83,2606.67,2577.98,287803.44,31.22,1.21,2577.256,2514.485,2474.475,303025.12,256402.97,228272.99
2582.12,2584.07,2575.45,2561.58,229533.09,-7.32,-0.28,2553.406,2495.349,2468.102,291361.31,249094.61,222999.6
2555.92,2610.59,2582.77,2553.17,337043.38,34.98,1.37,2535.732,2475.943,2464.503,303402.39,242986.55,220614.93
2545.21,2560.72,2547.79,2536.43,243212.91,-25.81,-1.0,2510.932,2457.543,2460.922,281777.6,227393.31,214463.58
2495.74,2573.6,2573.6,2485.41,417532.78,86.18,3.46,2481.35,2444.107,2459.65,260503.6,221113.28,216495.47
2492.4,2503.1,2487.42,2480.54,229484.41,0.34,0.01,2451.714,2430.515,2454.57,209780.81,197720.83,205999.14
2455.44,2505.0,2487.08,2452.58,289738.47,28.31,1.15,2437.292,2423.376,2453.252,206827.91,195646.3,203953.13
2391.95,2459.77,2458.77,2391.73,228919.42,58.89,2.45,2416.154,2418.791,2451.406,182570.71,187988.9,197492.67
2411.38,2418.14,2399.88,2397.94,136842.94,-25.54,-1.05,2404.154,2422.958,2451.086,173009.03,185690.76,198226.17
2421.66,2434.67,2425.42,2410.66,163918.83,10.11,0.42,2406.864,2429.558,2451.549,181722.95,190313.12,202884.67
2413.41,2420.0,2415.31,2381.03,214719.91,33.92,1.42,2409.316,2434.464,2448.986,185660.85,200143.02,205003.65
2389.28,2398.73,2381.39,2373.04,168452.45,-17.38,-0.72,2409.46,2440.854,2448.479,184464.69,196904.58,207017.01
2412.18,2422.94,2398.77,2387.64,181111.02,-14.66,-0.61,2421.428,2453.063,2449.845,193407.09,198243.31,208472.48
2431.18,2440.11,2413.43,2410.79,180412.56,-24.25,-0.99,2441.762,2464.301,2453.367,198372.49,201533.84,207952.89
2424.42,2458.26,2437.68,2416.16,183608.3,21.65,0.9,2452.252,2475.192,2456.621,198903.29,211877.66,210403.19
2432.4,2449.83,2416.03,2408.93,208739.11,-25.2,-1.03,2459.612,2478.624,2459.897,214625.19,214277.44,210933.38
2488.9,2493.47,2441.23,2441.23,213164.44,-59.21,-2.37,2472.248,2483.128,2464.327,209344.47,212259.96,213784.9
2467.25,2507.04,2500.44,2451.72,205938.05,34.56,1.4,2484.698,2484.02,2464.615,203079.54,206996.43,214922.14
2461.86,2470.51,2465.88,2445.87,183066.55,-8.6,-0.35,2486.84,2479.214,2463.582,204695.18,210761.58,219501.3
2462.8,2490.46,2474.48,2455.99,262217.81,-4.73,-0.19,2498.132,2473.539,2460.615,224852.04,215456.21,223209.49
2506.53,2519.4,2479.21,2479.21,182335.52,-24.27,-0.97,2497.636,2463.508,2457.566,213929.69,209864.28,220871.7
2506.15,2515.0,2503.48,2497.82,181839.77,-7.67,-0.3,2494.008,2456.103,2455.621,215175.45,217129.44,226555.48
2524.92,2530.5,2511.15,2503.81,214016.27,-11.19,-0.44,2483.342,2446.627,2454.96,210913.32,218701.64,231149.63
2484.41,2522.34,2522.34,2482.52,283850.81,50.34,2.04,2471.588,2442.432,2456.658,216827.98,214371.94,230569.78
2449.37,2496.39,2472.0,2438.72,207606.08,10.93,0.44,2448.946,2438.049,2457.607,206060.38,208928.71,228630.37
2453.66,2474.69,2461.07,2435.16,188564.3,10.92,0.45,2429.38,2441.17,2460.261,205798.86,207589.31,227733.43
2461.4,2461.4,2450.15,2438.94,160529.16,-2.23,-0.09,2418.198,2445.525,2463.757,219083.44,215309.84,230969.43
2411.98,2461.14,2452.38,2410.89,243589.55,43.25,1.79,2409.912,2445.21,2469.434,226489.96,222847.86,236196.61
2386.14,2409.13,2409.13,2370.82,230012.83,34.96,1.47,2413.276,2447.95,2474.994,211915.91,228241.01,248433.84
2427.47,2429.68,2374.17,2370.04,206298.48,-30.99,-1.29,2427.152,2447.691,2480.878,211797.04,230962.77,256746.03
2381.01,2430.92,2405.16,2367.05,254987.19,-3.56,-0.15,2452.96,2451.624,2486.858,209379.76,231879.13,263657.84
2467.25,2467.45,2408.72,2405.6,197561.73,-60.48,-2.45,2472.852,2455.139,2487.908,211536.24,235981.52,261131.51
2475.47,2482.71,2469.2,2454.98,170719.31,-9.31,-0.38,2480.508,2463.292,2488.51,219205.75,243597.62,260157.16
2480.1,2485.23,2478.51,2442.23,229418.48,-24.7,-0.99,2482.624,2470.884,2486.572,244566.11,246767.62,259954.41
2505.31,2518.11,2503.21,2485.98,194212.09,-1.41,-0.06,2468.23,2477.164,2485.085,250128.5,248332.02,258419.71
2437.45,2510.36,2504.62,2435.79,265769.59,57.62,2.35,2450.288,2479.352,2483.768,254378.5,247877.54,258625.16
2476.4,2481.84,2447.0,2443.07,235909.3,-32.78,-1.32,2437.426,2481.989,2482.268,260426.8,246629.01,258998.73
2416.01,2480.1,2479.78,2407.64,297521.09,73.24,3.04,2446.076,2493.658,2481.532,267989.48,249545.37,257629.21
2417.3,2448.98,2406.54,2393.68,257230.41,-6.96,-0.29,2459.144,2502.038,2481.104,248969.12,268626.67,253439.89
2438.84,2452.07,2413.5,2413.25,215462.12,-26.81,-1.1,2486.098,2514.065,2484.342,246535.55,282529.29,252745.05
2483.76,2485.41,2440.31,2412.96,296011.09,-49.94,-2.0,2508.416,2522.092,2483.798,241376.58,295436.55,254432.96
2557.61,2570.31,2490.25,2489.12,273722.69,-54.87,-2.16,2526.552,2520.677,2480.5,232831.23,286281.5,252266.73
2537.03,2553.81,2545.12,2521.82,202419.3,3.81,0.15,2541.24,2513.728,2474.409,231101.25,276716.7,248412.83
2525.38,2562.76,2541.31,2515.55,245062.55,16.22,0.64,2544.932,2502.26,2466.602,288284.22,273141.2,252829.2
2529.66,2541.23,2525.09,2515.89,189667.28,-5.9,-0.23,2542.032,2493.006,2458.856,318523.04,268507.41,253630.15
2570.48,2578.72,2530.99,2525.67,253284.31,-32.7,-1.28,2535.768,2488.183,2456.597,349496.52,269372.78,254528.12
2573.93,2573.96,2563.69,2550.97,265072.81,0.11,0.0,2514.802,2482.546,2451.306,339731.77,271368.44,253291.92
2534.07,2579.59,2563.58,2534.07,488334.16,36.77,1.46,2486.216,2469.405,2445.754,322332.14,265713.06,253751.74
2482.05,2533.77,2526.81,2478.19,396256.62,33.04,1.32,2459.588,2460.17,2442.911,257998.18,238253.11,242560.09
2426.1,2506.94,2493.77,2409.05,344534.72,67.61,2.79,2443.98,2454.618,2443.393,218491.78,222960.81,234468.8
2432.89,2452.45,2426.16,2418.66,204460.55,5.4,0.22,2440.598,2445.503,2447.89,189249.03,213429.37,227071.48
2437.38,2458.48,2420.76,2419.32,178074.66,-9.68,-0.4,2450.29,2440.323,2455.535,203005.11,218251.95,229164.64
2443.55,2446.1,2430.44,2414.35,166664.33,-18.33,-0.75,2452.594,2435.09,2464.413,209093.98,220108.96,232176.34
2471.15,2484.17,2448.77,2438.86,198724.62,-28.09,-1.13,2460.752,2430.944,2472.88,218508.03,232517.21,252630.3
2480.82,2481.56,2476.86,2464.95,198321.0,2.24,0.09,2465.256,2424.705,2483.841,227429.84,238752.9,255503.26
2425.67,2490.44,2474.62,2425.67,273240.94,42.34,1.74,2450.408,2425.01,2493.563,237609.7,239683.45,256265.69
2420.18,2443.35,2432.28,2409.31,208519.02,-38.95,-1.58,2430.356,2420.066,2503.413,233498.79,235215.41,252297.23
2475.98,2477.84,2471.23,2448.86,213734.59,-0.06,-0.0,2417.586,2422.102,2516.184,231123.94,241790.42,251692.78
2410.52,2471.8,2471.29,2410.52,243333.66,68.67,2.86,2401.136,2425.651,2525.643,246526.39,246867.07,250893.56
2378.87,2422.4,2402.62,2349.48,249220.3,28.26,1.19,2384.154,2432.168,2534.683,250075.96,245976.78,251742.48
2370.86,2398.56,2374.36,2352.97,252686.39,5.93,0.25,2399.612,2450.277,2549.314,241757.2,240713.59,251036.98
2381.25,2403.51,2368.43,2365.89,196644.77,-20.55,-0.86,2409.776,2470.746,2565.205,236932.02,240077.33,248664.22
2389.36,2395.08,2388.98,2331.84,290746.81,2.6,0.11,2426.618,2493.736,2582.134,252456.91,244243.71,249939.19
2473.31,2473.73,2386.38,2370.4,261081.52,-93.53,-3.77,2450.166,2514.816,2597.414,247207.74,272743.39,246674.99
2431.81,2481.32,2479.91,2429.59,207626.53,54.73,2.26,2480.182,2542.976,2610.455,241877.61,272253.62,243814.73
2431.86,2461.17,2425.18,2418.3,228560.48,-27.46,-1.12,2500.942,2562.115,2619.374,239669.97,272847.93,246686.8
2500.07,2512.59,2452.64,2438.04,274269.19,-54.08,-2.16,2531.716,2586.76,2628.41,243222.65,269379.05,247363.27
2516.08,2519.16,2506.72,2470.15,264501.0,-29.74,-1.17,2560.854,2610.266,2638.948,236030.52,261595.13,247097.63
2593.62,2595.99,2536.46,2535.12,234430.84,-47.25,-1.83,2579.466,2625.635,2647.272,298279.03,254920.05,243139.09
2564.87,2586.33,2583.71,2553.3,196588.34,4.66,0.18,2605.77,2637.197,2653.513,302629.64,257508.18,241388.66
2597.3,2628.04,2579.05,2575.17,246323.86,-19.28,-0.74,2623.288,2648.35,2657.612,306025.88,261360.38,241425.58
2588.12,2607.47,2598.33,2567.5,238308.55,-1.45,-0.06,2641.804,2659.663,2662.844,295535.44,257251.11,241822.69
2638.4,2646.64,2599.78,2571.69,575743.56,-68.2,-2.56,2659.678,2670.532,2669.327,287159.75,255634.66,241577.41
2657.59,2677.31,2667.98,2657.51,256183.89,-3.32,-0.12,2671.804,2680.012,2676.628,211561.08,220606.59,226673.52
2662.23,2691.04,2671.3,2659.57,213569.56,-0.33,-0.01,2668.624,2677.933,2680.256,212386.72,215375.83,225327.96
2681.31,2686.07,2671.63,2662.75,193871.66,-16.07,-0.6,2673.412,2676.632,2681.735,216694.87,220525.68,223022.93
2662.39,2691.97,2687.7,2650.97,196430.08,27.29,1.03,2677.522,2670.059,2683.992,218966.78,225347.5,224233.69
2644.43,2665.93,2660.41,2633.08,197750.19,8.33,0.31,2681.386,2667.629,2687.149,224109.57,232600.12,225675.4
2686.09,2686.15,2652.08,2637.36,260312.12,-43.16,-1.6,2688.22,2668.908,2691.805,229652.11,231358.14,229318.64
2697.51,2717.06,2695.24,2693.1,235110.3,3.06,0.11,2687.242,2669.829,2693.896,218364.93,225269.13,227687.4
2702.71,2703.41,2692.18,2688.33,205231.19,-14.84,-0.55,2679.852,2666.873,2693.821,224356.49,221490.79,227275.02
2697.69,2712.12,2707.02,2680.24,222144.05,12.44,0.46,2662.596,2666.024,2693.918,231728.22,226394.26,228571.71
2664.85,2697.75,2694.58,2658.57,225462.88,47.39,1.79,2653.872,2668.122,2693.099,241090.66,227520.15,228973.44
2652.25,2664.31,2647.19,2637.37,203876.23,-11.1,-0.42,2649.596,2673.244,2693.0,233064.16,232740.45,229207.48
2626.94,2661.66,2658.29,2624.67,265068.09,52.39,2.01,2652.416,2682.578,2696.272,232173.33,235280.09,231016.86
2632.71,2637.19,2605.9,2604.91,242089.86,-57.5,-2.16,2653.894,2686.837,2699.194,218625.09,225520.19,228397.53
2666.83,2676.68,2663.4,2642.87,268956.25,-9.8,-0.37,2669.452,2697.925,2706.968,221060.3,223119.88,227256.5
2661.21,2682.78,2673.2,2650.4,185330.39,11.91,0.45,2682.372,2706.668,2710.929,213949.64,218750.68,223465.62
2663.32,2679.85,2661.29,2650.34,199422.05,-4.39,-0.17,2696.892,2714.702,2714.702,232416.73,227279.14,227279.14
2684.13,2691.03,2665.68,2664.12,197326.89,-18.01,-0.67,2712.74,2720.637,2720.637,238386.85,230374.37,230374.37
2721.02,2721.02,2683.69,2683.59,254265.94,-44.31,-1.62,2719.78,2727.506,2727.506,232415.29,234505.31,234505.31
2744.32,2744.32,2728.0,2711.06,233402.95,-17.8,-0.65,2726.398,2733.766,2733.766,225179.46,231682.36,231682.36
2753.88,2761.72,2745.8,2739.68,277665.81,5.27,0.19,2730.964,2734.727,2734.727,223551.71,231395.59,231395.59
2697.72,2741.01,2740.53,2690.99,229272.67,39.65,1.47,2732.512,2732.512,2732.512,222141.55,222141.55,222141.55
2720.77,2724.39,2700.88,2698.17,167469.06,-15.9,-0.58,2730.508,2730.508,2730.508,220358.77,220358.77,220358.77
2739.89,2744.62,2716.78,2714.26,218086.8,-34.05,-1.24,2740.383,2740.383,2740.383,237988.67,237988.67,237988.67
2760.2,2760.57,2750.83,2731.57,225264.22,-2.71,-0.1,2752.185,2752.185,2752.185,247939.61,247939.61,247939.61
2736.98,2761.49,2753.54,2736.04,270615.0,28.82,1.06,2753.54,2753.54,2753.54,270615.0,270615.0,270615.0
