trade_date,open,high,low,close
20190621,112.06,113.88,111.2,112.98
20190620,105.46,113.1,105.33,112.97
20190619,107.78,108.2,105.86,105.9
20190618,103.46,105.13,102.2,104.08
20190617,104.96,106.24,102.11,103.7
20190614,106.78,108.7,104.69,104.96
20190613,108.02,108.15,105.15,106.8
20190612,109.11,109.8,106.41,107.61
20190611,101.16,109.52,100.68,108.95
20190610,97.3,101.13,96.0,100.44
20190606,97.98,98.77,96.66,97.29
20190605,100.55,100.61,98.88,99.05
20190604,102.38,102.5,98.63,99.19
20190603,101.3,103.55,100.06,101.46
20190531,103.4,103.4,101.03,101.25
20190530,103.8,105.2,101.99,103.13
20190529,101.98,105.22,101.6,104.55
20190528,101.6,104.2,101.3,103.1
20190527,101.5,102.65,98.5,102.0
20190524,100.11,102.88,99.8,101.02
20190523,102.22,103.0,99.33,99.83
20190522,103.3,105.13,101.0,103.31
20190521,104.01,106.18,101.9,104.2
20190520,105.8,105.93,101.6,104.0
20190517,109.02,110.98,104.99,106.46
20190516,108.76,111.99,107.8,109.98
20190515,104.2,110.5,103.16,109.9
20190514,101.0,104.99,101.0,102.48
20190513,99.0,104.3,97.0,103.6
20190510,94.59,99.48,93.61,99.2
20190509,94.9,95.88,90.02,91.81
20190508,93.17,97.66,93.02,95.88
20190507,93.3,96.97,93.3,95.96
20190506,98.34,98.63,92.12,92.12
20190430,102.0,104.5,101.0,102.36
20190429,101.0,105.11,98.8,102.29
20190426,99.9,103.5,99.9,102.27
20190425,102.8,104.0,100.6,100.6
20190424,105.0,106.5,101.0,103.5
20190423,100.6,106.5,100.5,104.31
20190422,101.0,103.9,100.5,101.13
20190419,102.34,102.42,99.86,101.66
20190418,103.32,104.5,101.8,102.34
20190417,100.98,105.48,100.3,103.62
20190416,98.6,102.23,97.06,102.21
20190415,102.0,104.94,100.0,100.6
20190412,97.9,100.3,97.0,99.62
20190411,105.9,106.9,97.57,99.8
20190410,106.0,110.03,103.0,107.0
20190409,100.16,110.13,100.11,110.02
20190408,104.65,105.39,100.01,102.0
20190404,94.66,101.53,94.19,100.23
20190403,94.61,97.01,94.61,95.4
20190402,96.0,96.48,94.28,96.06
20190401,95.0,97.46,94.0,96.57
20190329,91.5,98.08,91.14,95.0
20190328,89.8,91.89,88.01,90.3
20190327,85.38,89.95,84.55,87.98
20190326,83.2,85.67,83.17,84.47
20190325,84.5,85.5,82.3,82.81
20190322,84.55,86.62,84.01,86.05
20190321,85.72,86.0,84.53,84.9
20190320,85.0,88.18,84.4,85.7
20190319,84.93,88.61,84.3,86.0
20190318,78.68,86.66,78.5,86.66
20190315,76.87,79.59,75.01,78.78
20190314,76.9,78.99,75.72,77.15
20190313,75.0,77.16,74.65,76.5
20190312,75.88,77.15,74.77,75.3
20190311,71.6,76.51,71.6,76.0
20190308,71.74,74.38,71.01,71.44
20190307,76.08,76.08,73.2,73.97
20190306,77.25,77.4,76.0,76.99
20190305,77.24,78.56,76.77,77.77
20190304,76.59,79.5,75.51,77.25
20190301,72.1,76.12,71.7,75.9
20190228,69.8,72.6,68.51,71.5
20190227,69.55,72.48,69.15,70.06
20190226,70.96,71.0,68.8,68.92
20190225,68.66,71.85,67.49,71.26
20190222,67.39,68.5,66.8,68.5
20190221,68.96,69.24,67.56,68.05
20190220,69.5,70.48,67.8,69.01
20190219,69.68,70.47,68.61,69.67
20190218,67.1,69.9,67.1,69.87
20190215,68.0,68.2,66.07,66.4
20190214,65.95,68.3,65.59,67.96
20190213,65.48,66.24,64.48,66.07
20190212,64.85,66.77,64.3,64.75
20190211,61.87,65.23,60.6,64.7
20190201,60.8,61.36,60.22,61.18
20190131,57.71,60.66,56.61,60.3
20190130,58.39,59.17,57.2,57.28
20190129,57.6,58.58,56.7,58.58
20190128,56.0,58.55,55.5,57.47
20190125,55.55,55.85,54.72,55.25
20190124,55.3,55.75,54.5,55.2
20190123,54.88,55.55,54.6,55.07
20190122,56.0,56.0,54.65,55.21
20190121,54.65,56.37,54.62,56.0
20190118,52.2,54.5,52.2,53.88
20190117,52.4,52.79,51.56,51.92
20190116,52.8,52.8,52.03,52.2
20190115,49.75,53.1,49.51,52.97
20190114,50.5,50.59,49.48,49.59
20190111,50.05,50.77,49.72,50.69
20190110,49.88,50.15,49.23,49.86
20190109,49.41,50.67,49.15,50.03
20190108,49.48,49.6,48.88,49.02
20190107,49.9,50.15,49.03,49.31
20190104,48.23,49.78,48.0,49.54
20190103,50.04,50.04,48.27,48.96
20190102,51.6,51.8,49.83,49.94
20181228,50.32,51.25,49.82,50.88
20181227,51.2,51.48,50.15,50.15
20181226,50.84,51.18,50.2,50.41
20181225,50.27,51.1,49.85,50.86
20181224,50.2,51.25,50.06,50.96
20181221,51.4,51.5,50.05,50.6
20181220,52.55,52.74,50.91,51.86
20181219,52.8,54.05,52.51,52.56
20181218,52.41,53.04,52.3,52.94
20181217,52.74,53.0,52.21,52.82
20181214,53.83,53.9,52.92,52.99
20181213,53.15,54.45,52.9,54.01
20181212,53.49,53.49,52.69,53.17
20181211,52.35,52.99,52.12,52.82
20181210,52.49,53.15,51.89,52.33
20181207,53.51,53.67,52.8,53.2
20181206,54.05,54.46,52.73,53.0
20181205,54.19,55.61,53.95,54.91
20181204,55.0,55.41,54.41,54.95
20181203,54.07,55.2,53.4,55.09
20181130,50.7,52.39,50.5,52.39
20181129,51.13,51.48,50.4,50.43
20181128,49.97,50.63,49.66,50.24
20181127,50.37,50.37,49.54,49.78
20181126,50.4,50.64,50.0,50.09
20181123,50.98,51.2,50.0,50.02
20181122,51.3,51.48,50.36,50.99
20181121,50.01,51.44,49.9,51.13
20181120,51.48,51.5,50.6,50.61
20181119,50.84,51.98,50.6,51.69
20181116,50.8,51.18,50.41,50.69
20181115,50.36,50.84,50.21,50.59
20181114,51.25,51.26,50.06,50.17
20181113,49.4,51.69,49.27,51.25
20181112,49.84,50.19,49.0,50.05
20181109,50.01,50.44,49.89,50.01
20181108,51.14,51.49,50.5,50.69
20181107,50.91,51.5,50.22,50.5
20181106,51.73,51.73,50.02,50.8
20181105,52.66,52.9,51.1,51.75
20181102,51.78,53.69,50.85,53.69
20181101,49.1,50.95,48.71,49.65
20181031,48.0,48.75,47.49,48.15
20181030,46.8,48.84,46.06,47.49
20181029,50.95,51.0,48.87,48.87
20181026,54.9,55.46,54.0,54.3
20181025,54.95,55.38,54.02,54.8
20181024,56.6,57.5,54.81,56.29
20181023,62.15,62.15,57.18,58.0
20181022,60.22,63.0,60.21,62.48
20181019,57.8,59.74,56.57,59.49
20181018,58.81,59.17,57.76,58.0
20181017,59.9,59.98,57.7,59.4
20181016,58.8,59.95,58.3,58.97
20181015,60.22,60.45,58.58,58.76
20181012,58.8,60.51,58.6,60.21
20181011,58.47,60.17,58.02,58.72
20181010,63.5,63.7,60.5,60.81
20181009,63.56,64.42,62.8,63.36
20181008,65.88,66.28,63.48,63.48
20180928,67.47,68.3,66.8,67.95
20180927,66.99,67.6,66.43,67.37
20180926,65.7,68.3,65.58,67.2
20180925,65.82,66.39,64.88,65.3
20180921,64.6,66.8,64.57,66.42
20180920,64.4,64.85,64.03,64.39
20180919,62.99,65.53,62.9,64.44
20180918,61.62,63.6,61.01,63.21
20180917,61.4,62.56,61.03,61.86
20180914,60.45,62.16,59.7,61.53
20180913,60.39,60.65,58.58,59.98
20180912,61.0,61.0,59.59,59.65
20180911,60.38,61.35,60.2,61.0
20180910,60.92,60.96,59.28,60.38
20180907,60.3,61.15,59.8,60.77
20180906,60.5,61.64,59.18,59.71
20180905,62.75,62.75,60.8,60.9
20180904,62.27,62.96,61.6,62.77
20180903,61.1,62.17,61.09,61.97
20180831,62.99,62.99,61.63,61.9
20180830,63.7,64.5,63.12,63.4
20180829,64.29,64.51,63.34,63.68
20180828,66.03,66.18,63.97,64.3
20180827,63.1,65.31,63.1,65.31
20180824,63.9,63.9,62.5,62.96
20180823,63.98,64.83,63.18,64.15
20180822,63.99,64.37,63.28,63.69
20180821,62.05,64.66,61.9,64.33
20180820,60.99,62.15,59.58,62.03
20180817,61.85,62.3,60.3,60.61
20180816,62.33,63.41,61.14,61.15
20180815,65.11,65.11,63.28,63.33
20180814,64.99,65.92,64.11,65.1
20180813,65.25,65.25,63.1,64.41
20180810,66.26,67.19,65.34,66.05
20180809,64.1,66.5,63.82,66.36
20180808,66.6,66.6,64.24,64.44
20180807,65.0,66.67,64.0,66.48
20180806,65.09,66.0,63.88,64.34
20180803,68.0,68.0,65.66,65.67
20180802,70.0,70.02,66.62,67.92
20180801,72.8,72.8,69.98,70.02
20180731,72.4,72.96,71.73,72.15
20180730,74.24,74.4,71.93,72.6
20180727,74.0,74.97,73.38,74.19
20180726,75.11,75.28,74.0,74.19
20180725,75.14,75.5,74.52,75.0
20180724,72.25,75.14,71.58,75.03
20180723,73.0,73.9,70.81,72.12
20180720,73.18,73.83,71.5,73.43
20180719,73.98,74.11,72.95,73.38
20180718,74.38,74.8,73.18,73.31
20180717,75.5,75.67,73.15,74.04
20180716,75.63,76.69,74.9,75.42
20180713,74.25,75.9,73.51,75.75
20180712,72.0,74.77,71.98,73.9
20180711,71.2,72.64,70.93,72.08
20180710,73.57,74.13,72.08,73.37
20180709,71.58,73.55,70.4,73.54
20180706,69.9,71.98,68.88,70.62
20180705,71.69,72.71,69.7,70.82
20180704,72.08,72.97,70.55,70.7
20180703,73.6,74.9,69.58,72.38
20180702,76.01,77.76,73.53,74.28
20180629,74.0,76.68,73.3,76.0
20180628,75.22,75.74,73.07,73.65
20180627,81.0,81.6,76.29,76.55
20180626,81.9,82.93,80.05,81.48
20180625,81.02,83.67,81.02,82.11
20180622,80.4,80.7,79.03,80.18
20180621,81.7,83.36,80.8,80.88
20180620,80.0,82.2,79.59,82.06
20180619,82.0,82.73,79.29,79.88
20180615,84.0,84.51,82.61,83.25
20180614,85.38,86.11,82.65,84.41
20180613,85.79,86.66,85.03,85.47
20180612,82.83,86.47,82.16,86.0
20180611,80.35,83.58,80.08,82.48
20180608,80.33,81.49,79.13,80.39
20180607,82.4,82.78,80.44,80.85
20180606,82.75,83.6,81.8,82.11
20180605,82.0,83.73,80.62,82.8
20180604,78.88,82.13,77.9,81.8
20180601,78.64,79.9,77.74,78.62
20180531,77.79,79.59,76.85,78.98
20180530,75.65,78.08,74.1,76.8
20180529,77.5,79.16,76.13,76.34
20180528,74.88,77.45,74.26,77.45
20180525,74.02,75.66,74.01,74.3
20180524,76.4,76.98,74.0,74.02
20180523,77.5,78.14,76.33,76.44
20180522,76.9,78.08,76.15,77.65
20180521,78.1,79.06,76.62,77.18
20180518,76.91,77.98,75.5,77.59
20180517,79.4,79.64,76.6,77.07
20180516,79.43,80.11,78.95,79.17
20180515,78.31,79.5,77.48,79.38
20180514,77.66,78.98,77.3,78.32
20180511,78.55,79.35,77.0,77.06
20180510,76.37,78.19,76.35,77.98
20180509,75.8,76.37,74.85,76.25
20180508,75.8,76.85,75.33,76.04
20180507,73.28,76.18,72.98,76.0
20180504,73.55,73.94,72.8,72.9
20180503,71.29,73.98,70.5,73.8
20180502,69.2,71.25,68.01,71.22
20180427,69.97,69.97,66.8,67.98
20180426,71.9,71.91,68.8,69.1
20180425,71.91,72.65,71.7,72.34
20180424,70.0,72.6,70.0,72.43
20180423,69.3,70.5,68.68,69.69
20180420,70.0,71.35,68.88,69.63
20180419,67.3,70.5,66.42,70.37
20180418,67.6,67.94,65.15,66.33
20180417,68.4,68.75,66.6,67.0
20180416,67.7,68.98,67.01,67.97
20180413,69.89,70.25,67.53,67.98
20180412,70.29,70.7,69.15,69.2
20180411,70.76,71.4,70.01,70.31
20180410,69.75,70.38,69.25,70.38
20180409,69.89,70.59,68.85,69.75
20180404,67.48,70.66,67.41,69.9
20180403,65.9,67.64,65.83,67.12
20180402,65.9,67.81,65.02,66.43
20180330,67.25,67.65,65.91,66.36
20180329,65.5,67.85,63.88,67.5
20180328,67.1,68.16,64.66,64.74
20180327,71.0,71.55,67.3,68.47
20180326,70.53,71.0,69.1,69.99
20180323,70.0,71.48,68.8,71.37
20180322,74.08,74.61,72.0,72.13
20180321,76.32,76.58,74.18,74.52
20180320,76.56,76.95,74.63,75.65
20180319,76.34,78.15,76.0,77.71
20180316,78.2,78.74,76.82,76.87
20180315,75.68,78.28,75.67,78.0
20180314,74.0,75.67,73.1,75.55
20180313,76.24,76.99,74.5,74.61
20180312,77.6,77.8,75.46,76.15
20180309,77.3,78.39,76.18,77.1
20180308,73.79,76.96,73.3,76.9
20180307,73.24,75.08,73.0,73.28
20180306,72.76,73.31,70.02,73.24
20180305,73.81,74.48,72.01,72.09
20180302,73.8,74.8,72.5,73.42
20180301,73.8,75.46,73.53,74.32
20180228,74.0,75.78,73.0,74.28
20180227,78.99,79.1,75.9,76.1
20180226,79.6,79.95,77.0,78.52
20180223,80.01,80.98,78.52,79.64
20180222,77.8,80.23,77.6,80.1
20180214,76.1,76.66,74.52,76.6
20180213,75.09,76.95,75.0,75.1
20180212,72.0,75.0,72.0,74.4
20180209,69.22,71.4,66.93,71.2
20180208,70.85,73.88,70.85,72.02
20180207,77.59,78.1,70.12,71.02
20180206,76.0,77.75,74.9,76.44
20180205,79.31,79.7,75.17,77.87
20180202,82.15,83.88,80.73,82.28
20180201,83.6,83.85,81.18,82.98
20180131,81.32,85.09,81.32,84.38
20180130,81.1,83.08,80.12,81.4
20180129,86.6,86.6,81.7,82.08
20180126,85.5,87.77,85.12,86.84
20180125,86.6,87.09,84.18,86.0
20180124,89.58,89.58,86.66,87.35
20180123,90.42,90.8,88.41,89.71
20180122,85.67,90.5,85.67,90.42
20180119,86.4,86.88,84.31,85.17
20180118,86.31,88.35,84.3,86.4
20180117,90.3,91.12,85.65,86.01
20180116,90.61,92.5,89.87,90.82
20180115,91.2,93.18,90.68,91.75
20180112,87.96,91.75,87.62,91.37
20180111,88.74,89.78,87.33,87.96
20180110,86.49,89.16,85.01,88.9
20180109,82.4,86.1,82.36,86.1
20180108,82.59,83.61,81.6,82.2
20180105,82.77,83.45,81.4,82.68
20180104,80.79,83.61,80.6,82.99
20180103,80.5,81.76,79.85,80.9
20180102,80.2,81.0,78.33,80.58
